time	V(clk)	V(d)	V(q)	V(r)
2.010327618115009e-008	1.800000e+000	0.000000e+000	1.647340e-004	1.800000e+000
2.013775894475326e-008	1.800000e+000	0.000000e+000	3.495830e-005	1.800000e+000
2.020672447195962e-008	1.800000e+000	0.000000e+000	-1.284296e-006	1.800000e+000
2.030672447195962e-008	1.800000e+000	0.000000e+000	4.350115e-007	1.800000e+000
2.040672447195962e-008	1.800000e+000	0.000000e+000	-1.147932e-007	1.800000e+000
2.050672447195962e-008	1.800000e+000	0.000000e+000	1.848922e-007	1.800000e+000
2.070672447195962e-008	1.800000e+000	0.000000e+000	1.014937e-007	1.800000e+000
2.203433526167968e-008	1.800000e+000	0.000000e+000	6.017035e-008	1.800000e+000
2.336194605139973e-008	1.800000e+000	0.000000e+000	2.820438e-008	1.800000e+000
2.468955684111979e-008	1.800000e+000	0.000000e+000	5.595759e-009	1.800000e+000
2.601716763083984e-008	1.800000e+000	0.000000e+000	-7.655495e-009	1.800000e+000
2.734477842055990e-008	1.800000e+000	0.000000e+000	-1.154939e-008	1.800000e+000
2.867238921027995e-008	1.800000e+000	0.000000e+000	-6.085913e-009	1.800000e+000
3.000000000000000e-008	1.800000e+000	0.000000e+000	8.734922e-009	1.800000e+000
3.000100000000001e-008	1.800000e+000	0.000000e+000	8.734632e-009	1.800000e+000
3.000107658035522e-008	1.662155e+000	0.000000e+000	-6.314567e-003	1.800000e+000
3.000122974106563e-008	1.386466e+000	0.000000e+000	-1.959381e-002	1.800000e+000
3.000153606248645e-008	8.350875e-001	0.000000e+000	-4.866278e-002	1.800000e+000
3.000167470469254e-008	5.855315e-001	0.000000e+000	-6.227726e-002	1.800000e+000
3.000195198910473e-008	8.641961e-002	0.000000e+000	-8.908668e-002	1.800000e+000
3.000200000000001e-008	0.000000e+000	0.000000e+000	-9.355773e-002	1.800000e+000
3.000200961454069e-008	0.000000e+000	0.000000e+000	-9.333099e-002	1.800000e+000
3.000202884362205e-008	0.000000e+000	0.000000e+000	-9.287886e-002	1.800000e+000
3.000214421811024e-008	0.000000e+000	0.000000e+000	-9.021163e-002	1.800000e+000
3.000229805076116e-008	0.000000e+000	0.000000e+000	-8.677471e-002	1.800000e+000
3.000260571606300e-008	0.000000e+000	0.000000e+000	-8.028793e-002	1.800000e+000
3.000322104666668e-008	0.000000e+000	0.000000e+000	-6.871071e-002	1.800000e+000
3.000445170787403e-008	0.000000e+000	0.000000e+000	-5.011884e-002	1.800000e+000
3.000691303028875e-008	0.000000e+000	0.000000e+000	-2.543353e-002	1.800000e+000
3.001183567511817e-008	0.000000e+000	0.000000e+000	-1.890052e-003	1.800000e+000
3.002168096477701e-008	0.000000e+000	0.000000e+000	1.118357e-002	1.800000e+000
3.003150542526016e-008	0.000000e+000	0.000000e+000	1.113176e-002	1.800000e+000
3.005115434622646e-008	0.000000e+000	0.000000e+000	5.174092e-003	1.800000e+000
3.006948591530273e-008	0.000000e+000	0.000000e+000	9.240979e-004	1.800000e+000
3.008929022496844e-008	0.000000e+000	0.000000e+000	-9.520228e-004	1.800000e+000
3.011250353705487e-008	0.000000e+000	0.000000e+000	-1.009556e-003	1.800000e+000
3.014069053987063e-008	0.000000e+000	0.000000e+000	-6.400974e-004	1.800000e+000
3.019205151665844e-008	0.000000e+000	0.000000e+000	-2.749441e-004	1.800000e+000
3.029205151665844e-008	0.000000e+000	0.000000e+000	-4.059658e-005	1.800000e+000
3.039205151665844e-008	0.000000e+000	0.000000e+000	7.641377e-007	1.800000e+000
3.049205151665844e-008	0.000000e+000	0.000000e+000	1.215706e-007	1.800000e+000
3.185018701427866e-008	0.000000e+000	0.000000e+000	7.165107e-008	1.800000e+000
3.320832251189889e-008	0.000000e+000	0.000000e+000	3.299693e-008	1.800000e+000
3.456645800951911e-008	0.000000e+000	0.000000e+000	5.608131e-009	1.800000e+000
3.592459350713933e-008	0.000000e+000	0.000000e+000	-1.051531e-008	1.800000e+000
3.728272900475956e-008	0.000000e+000	0.000000e+000	-1.537341e-008	1.800000e+000
3.864086450237978e-008	0.000000e+000	0.000000e+000	-8.966154e-009	1.800000e+000
3.999900000000000e-008	0.000000e+000	0.000000e+000	8.706452e-009	1.800000e+000
4.000000000000000e-008	0.000000e+000	0.000000e+000	8.706449e-009	1.800000e+000
4.000005873585286e-008	1.057245e-001	0.000000e+000	7.365298e-003	1.800000e+000
4.000017620755857e-008	3.171736e-001	0.000000e+000	2.183669e-002	1.800000e+000
4.000041115096998e-008	7.400718e-001	0.000000e+000	4.983191e-002	1.800000e+000
4.000061699368594e-008	1.110589e+000	0.000000e+000	7.290590e-002	1.800000e+000
4.000100000000000e-008	1.800000e+000	0.000000e+000	1.134256e-001	1.800000e+000
4.000103830063141e-008	1.800000e+000	0.000000e+000	1.122771e-001	1.800000e+000
4.000111490189422e-008	1.800000e+000	0.000000e+000	1.100028e-001	1.800000e+000
4.000126810441985e-008	1.800000e+000	0.000000e+000	1.055663e-001	1.800000e+000
4.000157450947109e-008	1.800000e+000	0.000000e+000	9.714554e-002	1.800000e+000
4.000218731957359e-008	1.800000e+000	0.000000e+000	8.201449e-002	1.800000e+000
4.000341293977859e-008	1.800000e+000	0.000000e+000	5.760697e-002	1.800000e+000
4.000586418018858e-008	1.800000e+000	0.000000e+000	2.535404e-002	1.800000e+000
4.001076666100856e-008	1.800000e+000	0.000000e+000	-5.121535e-003	1.800000e+000
4.001854656040478e-008	1.800000e+000	0.000000e+000	-1.666315e-002	1.800000e+000
4.002684979229391e-008	1.800000e+000	0.000000e+000	-1.299046e-002	1.800000e+000
4.004010366398370e-008	1.800000e+000	0.000000e+000	-4.663356e-003	1.800000e+000
4.005579604868565e-008	1.800000e+000	0.000000e+000	2.567870e-004	1.800000e+000
4.007100825194861e-008	1.800000e+000	0.000000e+000	1.151473e-003	1.800000e+000
4.008603487631525e-008	1.800000e+000	0.000000e+000	5.765531e-004	1.800000e+000
4.010327626529163e-008	1.800000e+000	0.000000e+000	1.647282e-004	1.800000e+000
4.013775904324438e-008	1.800000e+000	0.000000e+000	3.495935e-005	1.800000e+000
4.020672459914988e-008	1.800000e+000	0.000000e+000	-1.284825e-006	1.800000e+000
4.030672459914988e-008	1.800000e+000	0.000000e+000	4.347146e-007	1.800000e+000
4.040672459914988e-008	1.800000e+000	0.000000e+000	-1.148777e-007	1.800000e+000
4.050672459914988e-008	1.800000e+000	0.000000e+000	1.847952e-007	1.800000e+000
4.070672459914988e-008	1.800000e+000	0.000000e+000	1.014024e-007	1.800000e+000
4.203433537069990e-008	1.800000e+000	0.000000e+000	6.009162e-008	1.800000e+000
4.336194614224992e-008	1.800000e+000	0.000000e+000	2.813636e-008	1.800000e+000
4.468955691379993e-008	1.800000e+000	0.000000e+000	5.536642e-009	1.800000e+000
4.601716768534995e-008	1.800000e+000	0.000000e+000	-7.707547e-009	1.800000e+000
4.734477845689997e-008	1.800000e+000	0.000000e+000	-1.159620e-008	1.800000e+000
4.867238922844998e-008	1.800000e+000	0.000000e+000	-6.129329e-009	1.800000e+000
5.000000000000000e-008	1.800000e+000	0.000000e+000	8.693078e-009	1.800000e+000
5.000100000000001e-008	1.800000e+000	0.000000e+000	8.692790e-009	1.800000e+000
5.000107658034328e-008	1.662155e+000	0.000000e+000	-6.314537e-003	1.800000e+000
5.000122974102982e-008	1.386466e+000	0.000000e+000	-1.959372e-002	1.800000e+000
5.000153606240291e-008	8.350877e-001	0.000000e+000	-4.866260e-002	1.800000e+000
5.000167470470999e-008	5.855315e-001	0.000000e+000	-6.227705e-002	1.800000e+000
5.000195198932416e-008	8.641922e-002	0.000000e+000	-8.908643e-002	1.800000e+000
5.000200000000001e-008	0.000000e+000	0.000000e+000	-9.355745e-002	1.800000e+000
5.000200961451557e-008	0.000000e+000	0.000000e+000	-9.333072e-002	1.800000e+000
5.000202884354671e-008	0.000000e+000	0.000000e+000	-9.287858e-002	1.800000e+000
5.000214421773356e-008	0.000000e+000	0.000000e+000	-9.021139e-002	1.800000e+000
5.000229804998268e-008	0.000000e+000	0.000000e+000	-8.677452e-002	1.800000e+000
5.000260571448092e-008	0.000000e+000	0.000000e+000	-8.028781e-002	1.800000e+000
5.000322104347740e-008	0.000000e+000	0.000000e+000	-6.871072e-002	1.800000e+000
5.000445170147035e-008	0.000000e+000	0.000000e+000	-5.011899e-002	1.800000e+000
5.000691301745627e-008	0.000000e+000	0.000000e+000	-2.543377e-002	1.800000e+000
5.001183564942809e-008	0.000000e+000	0.000000e+000	-1.890189e-003	1.800000e+000
5.002168091337175e-008	0.000000e+000	0.000000e+000	1.118360e-002	1.800000e+000
5.003150539252672e-008	0.000000e+000	0.000000e+000	1.113181e-002	1.800000e+000
5.005115435083667e-008	0.000000e+000	0.000000e+000	5.174079e-003	1.800000e+000
5.006948591914049e-008	0.000000e+000	0.000000e+000	9.240871e-004	1.800000e+000
5.008929025332331e-008	0.000000e+000	0.000000e+000	-9.520245e-004	1.800000e+000
5.011250357437178e-008	0.000000e+000	0.000000e+000	-1.009555e-003	1.800000e+000
5.014069058558409e-008	0.000000e+000	0.000000e+000	-6.400966e-004	1.800000e+000
5.019205156249916e-008	0.000000e+000	0.000000e+000	-2.749440e-004	1.800000e+000
5.029205156249916e-008	0.000000e+000	0.000000e+000	-4.059663e-005	1.800000e+000
5.039205156249916e-008	0.000000e+000	0.000000e+000	7.641172e-007	1.800000e+000
5.049205156249916e-008	0.000000e+000	0.000000e+000	1.215390e-007	1.800000e+000
5.999899999999998e-008	0.000000e+000	0.000000e+000	8.686045e-009	1.800000e+000
6.000000000000001e-008	1.191140e-011	0.000000e+000	8.686532e-009	1.800000e+000
6.000005873584395e-008	1.057245e-001	0.000000e+000	7.365280e-003	1.800000e+000
6.000017620753183e-008	3.171736e-001	0.000000e+000	2.183662e-002	1.800000e+000
6.000041115090759e-008	7.400717e-001	0.000000e+000	4.983176e-002	1.800000e+000
6.000061699367486e-008	1.110589e+000	0.000000e+000	7.290579e-002	1.800000e+000
6.000100000000001e-008	1.800000e+000	0.000000e+000	1.134258e-001	1.800000e+000
6.000103830063252e-008	1.800000e+000	0.000000e+000	1.122771e-001	1.800000e+000
6.000111490189755e-008	1.800000e+000	0.000000e+000	1.100026e-001	1.800000e+000
6.000126810442761e-008	1.800000e+000	0.000000e+000	1.055661e-001	1.800000e+000
6.000157450948772e-008	1.800000e+000	0.000000e+000	9.714536e-002	1.800000e+000
6.000218731960795e-008	1.800000e+000	0.000000e+000	8.201445e-002	1.800000e+000
6.000341293984842e-008	1.800000e+000	0.000000e+000	5.760706e-002	1.800000e+000
6.000586418032936e-008	1.800000e+000	0.000000e+000	2.535417e-002	1.800000e+000
6.001076666129121e-008	1.800000e+000	0.000000e+000	-5.121480e-003	1.800000e+000
6.001854656887010e-008	1.800000e+000	0.000000e+000	-1.666319e-002	1.800000e+000
6.002684980711274e-008	1.800000e+000	0.000000e+000	-1.299051e-002	1.800000e+000
6.004010367702980e-008	1.800000e+000	0.000000e+000	-4.663354e-003	1.800000e+000
6.005579606845728e-008	1.800000e+000	0.000000e+000	2.568043e-004	1.800000e+000
6.007100827945014e-008	1.800000e+000	0.000000e+000	1.151481e-003	1.800000e+000
6.008603492440035e-008	1.800000e+000	0.000000e+000	5.765496e-004	1.800000e+000
6.010327631783961e-008	1.800000e+000	0.000000e+000	1.647238e-004	1.800000e+000
6.013775910471816e-008	1.800000e+000	0.000000e+000	3.495953e-005	1.800000e+000
6.020672467847525e-008	1.800000e+000	0.000000e+000	-1.284950e-006	1.800000e+000
6.030672467847525e-008	1.800000e+000	0.000000e+000	4.346284e-007	1.800000e+000
6.040672467847524e-008	1.800000e+000	0.000000e+000	-1.148927e-007	1.800000e+000
6.050672467847524e-008	1.800000e+000	0.000000e+000	1.847745e-007	1.800000e+000
6.070672467847522e-008	1.800000e+000	0.000000e+000	1.013838e-007	1.800000e+000
7.000000000000001e-008	1.800000e+000	0.000000e+000	8.681429e-009	1.800000e+000
7.000100000000001e-008	1.800000e+000	0.000000e+000	8.681142e-009	1.800000e+000
7.000107658033527e-008	1.662155e+000	0.000000e+000	-6.314517e-003	1.800000e+000
7.000122974100580e-008	1.386466e+000	0.000000e+000	-1.959367e-002	1.800000e+000
7.000153606234686e-008	8.350878e-001	0.000000e+000	-4.866248e-002	1.800000e+000
7.000167470472253e-008	5.855315e-001	0.000000e+000	-6.227693e-002	1.800000e+000
7.000195198947389e-008	8.641895e-002	0.000000e+000	-8.908627e-002	1.800000e+000
7.000200000000001e-008	0.000000e+000	0.000000e+000	-9.355727e-002	1.800000e+000
7.000200961449849e-008	0.000000e+000	0.000000e+000	-9.333054e-002	1.800000e+000
7.000202884349544e-008	0.000000e+000	0.000000e+000	-9.287842e-002	1.800000e+000
7.000214421747714e-008	0.000000e+000	0.000000e+000	-9.021124e-002	1.800000e+000
7.000229804945275e-008	0.000000e+000	0.000000e+000	-8.677440e-002	1.800000e+000
7.000260571340396e-008	0.000000e+000	0.000000e+000	-8.028775e-002	1.800000e+000
7.000322104130640e-008	0.000000e+000	0.000000e+000	-6.871073e-002	1.800000e+000
7.000445169711126e-008	0.000000e+000	0.000000e+000	-5.011910e-002	1.800000e+000
7.000691300872097e-008	0.000000e+000	0.000000e+000	-2.543392e-002	1.800000e+000
7.001183563194041e-008	0.000000e+000	0.000000e+000	-1.890277e-003	1.800000e+000
7.002168087837928e-008	0.000000e+000	0.000000e+000	1.118362e-002	1.800000e+000
7.003150536987984e-008	0.000000e+000	0.000000e+000	1.113184e-002	1.800000e+000
7.005115435288098e-008	0.000000e+000	0.000000e+000	5.174072e-003	1.800000e+000
7.006948592121256e-008	0.000000e+000	0.000000e+000	9.240810e-004	1.800000e+000
7.008929027280191e-008	0.000000e+000	0.000000e+000	-9.520251e-004	1.800000e+000
7.011250359969038e-008	0.000000e+000	0.000000e+000	-1.009555e-003	1.800000e+000
7.014069061644834e-008	0.000000e+000	0.000000e+000	-6.400960e-004	1.800000e+000
7.019205159281606e-008	0.000000e+000	0.000000e+000	-2.749439e-004	1.800000e+000
7.029205159281605e-008	0.000000e+000	0.000000e+000	-4.059665e-005	1.800000e+000
7.039205159281605e-008	0.000000e+000	0.000000e+000	7.641142e-007	1.800000e+000
7.049205159281604e-008	0.000000e+000	0.000000e+000	1.215328e-007	1.800000e+000
7.495069044310530e-008	0.000000e+000	0.000000e+000	8.701014e-009	1.800000e+000
7.499899999999997e-008	0.000000e+000	0.000000e+000	8.687702e-009	1.800000e+000
7.500000000000000e-008	0.000000e+000	0.000000e+000	8.687545e-009	1.800000e+000
7.500005547146923e-008	0.000000e+000	9.984864e-002	2.324184e-007	1.800000e+000
7.500016641440770e-008	0.000000e+000	2.995459e-001	8.239609e-007	1.800000e+000
7.500038830028462e-008	0.000000e+000	6.989405e-001	2.406289e-006	1.800000e+000
7.500061469001891e-008	0.000000e+000	1.106442e+000	4.428160e-006	1.800000e+000
